13.5981205839	1099.46756935
13.8411049916	1099.90455738
14.0840893994	1100.34154542
14.3264866797	1100.77885945
14.56888396	1101.21617347
14.8112812403	1101.6534875
15.0524614363	1102.09147378
15.2936416323	1102.52946006
15.5355421958	1102.96704904
15.7774427592	1103.40463801
16.0193433227	1103.84222699
16.2616441535	1104.2795943
16.5039449844	1104.71696162
16.7476841616	1105.15352913
16.9914233389	1105.59009664
17.2338178744	1106.02741219
17.4762124099	1106.46472774
17.7186069454	1106.90204329
17.9617075614	1107.33896672
18.2048081775	1107.77589016
18.4458442155	1108.21395581
18.6868802535	1108.65202145
18.9289162707	1109.0895354
19.1709522879	1109.52704935
19.4129883051	1109.96456329
19.6580646494	1110.40038156
19.9031409937	1110.83619983
20.1362093504	1111.27855534
20.3780534594	1111.71617537
20.6198975684	1112.15379541
20.8617416775	1112.59141545
21.109507681	1113.02571028
21.3563185115	1113.46054866
21.5994328775	1113.89746436
21.8425472436	1114.33438006
22.0856616097	1114.77129576
22.3210719599	1115.21241021
22.5663357764	1115.64812286
22.811599593	1116.08383551
23.0545639252	1116.52083461
23.2975282575	1116.95783371
23.5404925897	1117.39483281
23.7793807599	1117.83407356
24.0182689302	1118.2733143
24.2605001921	1118.71072031
24.5028183761	1119.14807808
24.7451365601	1119.58543586
24.9874547442	1120.02279363
25.2287675579	1120.46070644
25.4732168123	1120.89687674
25.7176660668	1121.33304703
25.9603673042	1121.77019233
26.2030685415	1122.20733763
26.4457697789	1122.64448293
26.686519105	1123.08270634
26.927268431	1123.52092975
27.1652457878	1123.96066428
27.4066418108	1124.39853177
27.6480378337	1124.83639927
27.8894338566	1125.27426677
28.1358865893	1125.70930801
28.3823393219	1126.14434925
28.6216614275	1126.58335368
28.8658021793	1127.01969677
29.1079261847	1127.45716203
29.3500501902	1127.8946273
29.5921741956	1128.33209256
29.8353728751	1128.76896142
30.0782415186	1129.20601355
30.3207092034	1129.64328838
30.5631768883	1130.08056321
30.8056445731	1130.51783805
31.05111153	1130.9534364
31.2905064194	1131.39240118
31.5299013087	1131.83136597
31.7716633283	1132.2690314
32.0134253478	1132.70669683
32.2551873673	1133.14436226
32.5038907595	1133.57812097
32.7500755021	1134.01331411
32.9888686275	1134.45260569
33.2286053153	1134.8913839
33.4683420032	1135.33016211
33.7112275907	1135.76720511
33.9527764708	1136.20498766
34.1888095424	1136.6457692
34.4351303955	1137.08088513
34.6814512486	1137.51600106
34.9279893198	1137.95099358
